,HighGroup,LowGroup
2011-04-13,1.0067694338915332,1.008706014078984
2011-04-14,1.0172761789114813,1.0079561938243085
2011-04-15,0.9822454400374314,1.0025746168167853
2011-04-16,1.0,1.0
2011-04-17,1.0,1.0
2011-04-18,1.004403872517347,0.994994053596174
2011-04-19,0.9919258377355804,0.9935745831511672
2011-04-20,1.0332714334909512,1.0088391874207436
2011-04-21,1.0115175228303337,1.0136743894132243
2011-04-22,1.0047417678793205,0.9972116369590991
2011-04-23,1.0,1.0
2011-04-24,1.0,1.0
2011-04-25,0.9980762954044133,0.9981798682445218
2011-04-26,1.0032143242314278,0.9999755681713421
2011-04-27,1.0088825172357923,1.0095291278136727
2011-04-28,0.9910313463798022,0.9954466659370684
2011-04-29,0.9936658972714622,1.0030846043994337
2011-04-30,1.0,1.0
2011-05-01,1.0,1.0
2011-05-02,1.0,1.0
2011-05-03,0.9811574909464689,1.000014447209913
2011-05-04,1.0170603780650813,1.0034167728517513
2011-05-05,1.0033063946697764,1.0103140934168706
2011-05-06,0.999873030421999,0.998352461885713
2011-05-07,1.0,1.0
2011-05-08,1.0,1.0
2011-05-09,1.016240816202428,1.0064251326142122
2011-05-10,1.0001172914968939,0.9973364026809055
2011-05-11,0.9958513921024333,0.9973129798008549
2011-05-12,1.0012080386703186,1.0088448379163746
2011-05-13,0.9953748873379796,0.9949587994110781
2011-05-14,1.0,1.0
2011-05-15,1.0,1.0
2011-05-16,0.990588409142838,0.9945339334802803
2011-05-17,0.9863721161334239,0.9895945870575266
2011-05-18,1.0057661200516428,1.0151414944632027
2011-05-19,0.9910684028857203,0.998306960921533
2011-05-20,0.9955736724486316,0.9915141001192611
2011-05-21,1.0,1.0
2011-05-22,1.0,1.0
2011-05-23,0.9908943795693711,0.9916987630064786
2011-05-24,0.9965911341121966,1.0034272283633572
2011-05-25,0.9945103762214168,0.9970518955207397
2011-05-26,1.010899210185688,0.9990774617109996
2011-05-27,1.0018586955573838,1.0042102555597543
2011-05-28,1.0,1.0
2011-05-29,1.0,1.0
2011-05-30,1.0113732127178001,1.0000062650562387
2011-05-31,1.0245793670935643,1.0128115400130564
2011-06-01,1.0099758001008725,1.008530998084834
2011-06-02,0.9909463272845549,0.9965165238206016
2011-06-03,0.9997943259737757,0.9988278924159871
2011-06-04,1.0,1.0
2011-06-05,1.0,1.0
2011-06-06,1.0,1.0
2011-06-07,1.0009545484761875,0.9988252418735618
2011-06-08,0.9944997856616441,0.9995147492072042
2011-06-09,0.9965459033621766,0.992752455132085
2011-06-10,0.9782041050717469,0.9837525148303738
2011-06-11,1.0,1.0
2011-06-12,1.0,1.0
2011-06-13,0.9787014743571018,0.988114475423171
2011-06-14,1.0107886571228828,1.0134841859180228
2011-06-15,1.0012645939935376,1.00056349629357
2011-06-16,0.975715889370176,0.9821606804856124
2011-06-17,0.9929611848777957,1.0012507754280282
2011-06-18,1.0,1.0
2011-06-19,1.0,1.0
2011-06-20,0.9869017077366138,0.9880704997003964
2011-06-21,1.0123218312519524,1.010045841882249
2011-06-22,1.0058575454685363,1.0147141817069871
2011-06-23,0.9968481383466751,0.9971926696628374
2011-06-24,1.0060849563448622,1.00526067070583
2011-06-25,1.0,1.0
2011-06-26,1.0,1.0
2011-06-27,1.015982919165071,0.9947648922712046
2011-06-28,1.0022160904278352,1.0037652599352365
2011-06-29,1.0052313257654795,1.0055328815042686
2011-06-30,1.0065781551857824,1.0115013361038863
2011-07-01,1.0103075579116318,1.0129568520187264
2011-07-02,1.0,1.0
2011-07-03,1.0,1.0
2011-07-04,0.9992721499448595,0.998348395379656
2011-07-05,0.9967838882728738,1.0008392446045231
2011-07-06,1.0115361480903362,1.0048437127920022
2011-07-07,0.9991277142318816,0.9922053903928699
2011-07-08,1.0018011642873084,1.0020344890498605
2011-07-09,1.0,1.0
2011-07-10,1.0,1.0
2011-07-11,0.9914328598363281,0.9918985474710552
2011-07-12,0.9721500701270025,0.984505476042099
2011-07-13,1.000839838885794,0.9930941525125648
2011-07-14,0.9981857618444826,0.9953490820751507
2011-07-15,1.015420859769057,1.01071897241345
2011-07-16,1.0,1.0
2011-07-17,1.0,1.0
2011-07-18,0.9976343125941944,0.991143851284216
2011-07-19,1.009778057435001,1.0041663451519816
2011-07-20,1.0191378398709081,1.0266909304319847
2011-07-21,1.000099878759085,0.9965201127826105
2011-07-22,1.004815367591386,1.0005679506038938
2011-07-23,1.0,1.0
2011-07-24,1.0,1.0
2011-07-25,0.9901277478602527,0.9834357214557067
2011-07-26,1.0114883042535345,1.0156982220075494
2011-07-27,1.0100104268069983,1.0105532499986798
2011-07-28,0.9866159769646082,0.9981252694850064
2011-07-29,0.9813084981110729,0.9877626945247493
2011-07-30,1.0,1.0
2011-07-31,1.0,1.0
2011-08-01,1.031489921367471,1.0132668732441938
2011-08-02,0.9953887671281905,0.9952716517541664
2011-08-03,0.9928037314061495,0.9806733116586175
2011-08-04,0.973732425003728,0.9797793486789427
2011-08-05,0.9324943302694888,0.9475250078705729
2011-08-06,1.0,1.0
2011-08-07,1.0,1.0
2011-08-08,0.9508913669385849,0.9613487155827007
2011-08-09,0.9892815050369753,1.0007607395342635
2011-08-10,1.043925689806941,1.0397665644610665
2011-08-11,0.99347323702358,0.9897741729322229
2011-08-12,0.9932766013115195,0.9997050680837885
2011-08-13,1.0,1.0
2011-08-14,1.0,1.0
2011-08-15,1.0301217946284489,1.0183034832363649
2011-08-16,0.9936908046617042,1.0016179195415706
2011-08-17,0.9881429100971304,0.979052765332431
2011-08-18,0.98484802394319,0.9856824613555992
2011-08-19,0.9444253799274983,0.9634393992185996
2011-08-20,1.0,1.0
2011-08-21,1.0,1.0
2011-08-22,0.9790087376000443,0.985147343673252
2011-08-23,1.039665530927944,1.0343122472624369
2011-08-24,0.9947670241136293,1.0099259645087288
2011-08-25,0.9803805970074638,0.9937486950280733
2011-08-26,1.0034806281554007,1.0052888893597285
2011-08-27,1.0,1.0
2011-08-28,1.0,1.0
2011-08-29,1.0252805480274343,1.0124013964548277
2011-08-30,1.0,1.0
2011-08-31,1.0188807685156362,1.0123689950930275
2011-09-01,1.0040369236573758,1.0033889290263407
2011-09-02,0.9969637556442607,1.0036974364123992
2011-09-03,1.0,1.0
2011-09-04,1.0,1.0
2011-09-05,0.9671257450122349,0.9793256053293855
2011-09-06,0.9724023605776676,0.9797975668385912
2011-09-07,1.0255147906579904,1.0252869730249865
2011-09-08,1.0005080366721402,0.9959943512116073
2011-09-09,1.014970985203698,1.002101502385025
2011-09-10,1.0,1.0
2011-09-11,1.0,1.0
2011-09-12,1.0,1.0
2011-09-13,0.9646805650719036,0.9761838038892834
2011-09-14,0.9705212177755198,0.9872467182560043
2011-09-15,1.0329878035172948,1.0238259055246848
2011-09-16,1.0283378420081586,1.018908712007722
2011-09-17,1.0,1.0
2011-09-18,1.0,1.0
2011-09-19,0.9892062575909853,0.9857545487904693
2011-09-20,1.005550887866237,0.9990224021227151
2011-09-21,1.0111699885231318,1.0121564873408548
2011-09-22,0.9666095811215922,0.9793093813689828
2011-09-23,0.9675329337053016,0.9702555751315863
2011-09-24,1.0,1.0
2011-09-25,1.0,1.0
2011-09-26,0.96149057496813,0.9709311292474319
2011-09-27,1.0326215149638862,1.0311794433535664
2011-09-28,1.0047582295763318,1.0127935507141905
2011-09-29,1.0083254914207203,0.9953084860182032
2011-09-30,1.0082587754155528,1.0148598531345017
2011-10-01,1.0,1.0
2011-10-02,1.0,1.0
2011-10-03,0.9718041053445141,0.9733225978861618
2011-10-04,0.9963925820052741,1.0085533755865586
2011-10-05,0.9853626018140799,0.9979984626331273
2011-10-06,1.0162653799692494,0.9996463829053204
2011-10-07,1.020146408224426,1.007746551820484
2011-10-08,1.0,1.0
2011-10-09,1.0,1.0
2011-10-10,1.0,1.0
2011-10-11,1.0252661865338726,1.0208750104213535
2011-10-12,0.9934691301012191,1.0045205020845487
2011-10-13,1.0096261753253863,1.014576851580221
2011-10-14,0.9877884530097594,0.991840508704179
2011-10-15,1.0,1.0
2011-10-16,1.0,1.0
2011-10-17,1.0176825535863412,1.0077078706843892
2011-10-18,0.9907500072204739,0.9875325984199964
2011-10-19,0.9971513787403427,0.9992577420971459
2011-10-20,0.9861068213540226,0.9922228917165756
2011-10-21,1.004960544394117,1.0066915012213127
2011-10-22,1.0,1.0
2011-10-23,1.0,1.0
2011-10-24,1.0243118419048478,1.0246215062637183
2011-10-25,1.004263097975466,0.9985393100931468
2011-10-26,1.0116608896181547,1.0088774719249303
2011-10-27,1.013580921496161,1.0057807433147894
2011-10-28,1.0020481184916856,0.9960026374067836
2011-10-29,1.0,1.0
2011-10-30,1.0,1.0
2011-10-31,0.9886565100426515,0.986036810863773
2011-11-01,1.013816496055665,1.0079727816237993
2011-11-02,0.9989495417414563,1.0000475450399244
2011-11-03,0.9807011374079523,0.985092343128997
2011-11-04,1.0246646924779024,1.0075636930947596
2011-11-05,1.0,1.0
2011-11-06,1.0,1.0
2011-11-07,1.001809432106683,1.0096158008508425
2011-11-08,1.00455764828805,1.0007758620143083
2011-11-09,0.9855244155385154,0.9910092415424859
2011-11-10,0.9589550612765416,0.972511435544158
2011-11-11,1.00307844850828,1.0082818259136317
2011-11-12,1.0,1.0
2011-11-13,1.0,1.0
2011-11-14,1.0247399955470593,1.019885280523949
2011-11-15,0.9923808534060367,0.9933695125941703
2011-11-16,0.9891071159231938,0.983915307022106
2011-11-17,0.9954324413880438,1.0060171656382952
2011-11-18,0.9778122053776783,0.984004023455164
2011-11-19,1.0,1.0
2011-11-20,1.0,1.0
2011-11-21,0.9663756904999676,0.9675877328729379
2011-11-22,0.9876452320946438,0.9903589814375807
2011-11-23,0.9771574121038112,0.9803088997986403
2011-11-24,1.013754718315799,1.010748662480631
2011-11-25,0.9892421944598031,0.998864902602157
2011-11-26,1.0,1.0
2011-11-27,1.0,1.0
2011-11-28,1.022409549344782,1.013964200844333
2011-11-29,1.0100071842958287,1.0146176391138388
2011-11-30,0.988591262375219,0.9802399107169671
2011-12-01,1.0460428348761486,1.038555668983248
2011-12-02,0.9961970594548438,0.9989052123811322
2011-12-03,1.0,1.0
2011-12-04,1.0,1.0
2011-12-05,0.9923182084529136,0.9917503585760745
2011-12-06,0.9827959683267646,0.9712272191037918
2011-12-07,1.0113620571361734,0.9986654949418724
2011-12-08,0.9926212853951119,0.9816791188544941
2011-12-09,0.9885224012027954,0.990949151927292
2011-12-10,1.0,1.0
2011-12-11,1.0,1.0
2011-12-12,1.0022521751013118,0.9955954634873632
2011-12-13,0.9910282028252515,0.9962437152133046
2011-12-14,1.0068947810382862,1.0051281682818454
2011-12-15,0.9788131829815838,0.974322736034468
2011-12-16,1.004610007054965,1.0075229882945949
2011-12-17,1.0,1.0
2011-12-18,1.0,1.0
2011-12-19,0.9753734160362784,0.9783290562180337
2011-12-20,1.0127717377343963,1.031169667636349
2011-12-21,1.053009220345894,1.0592007095118101
2011-12-22,0.9977600213784227,0.9885490253306279
2011-12-23,1.0318276819728756,1.0345007526517624
2011-12-24,1.0,1.0
2011-12-25,1.0,1.0
2011-12-26,0.9963187805179747,1.0052543272192467
2011-12-27,1.0014548165411774,0.9973421190025362
2011-12-28,1.0013456798094489,0.9916606991071293
2011-12-29,1.0057984749021338,1.0041432815374212
2011-12-30,0.9979373529596418,0.9930583604132938
2011-12-31,1.0,1.0
2012-01-01,1.0,1.0
2012-01-02,0.983745452438869,0.9768824700429491
2012-01-03,1.0185336559040297,1.0153695967945475
2012-01-04,1.0091548975522628,1.006820821255889
2012-01-05,1.0074022858165423,1.0094439140977436
2012-01-06,0.9957191562806552,1.001426428169099
2012-01-07,1.0,1.0
2012-01-08,1.0,1.0
2012-01-09,0.9998632436408059,0.9898365125282883
2012-01-10,1.0166124760525086,1.0124144566529145
2012-01-11,0.9992453613488642,1.002293241202935
2012-01-12,0.9995849145890151,0.9976068688862011
2012-01-13,0.9964803459476764,0.9970100286167338
2012-01-14,1.0,1.0
2012-01-15,1.0,1.0
2012-01-16,0.9921157581214396,0.9996938912768552
2012-01-17,1.0275522276253066,1.0454811049647819
2012-01-18,0.9998030282472948,1.0024158296577952
2012-01-19,1.0,1.0
2012-01-20,1.0,1.0
2012-01-21,1.0,1.0
2012-01-22,1.0,1.0
2012-01-23,1.0,1.0
2012-01-24,1.0,1.0
2012-01-25,1.0,1.0
2012-01-26,1.0,1.0
2012-01-27,1.0,1.0
2012-01-28,1.0,1.0
2012-01-29,1.0,1.0
2012-01-30,1.0308390702789405,1.0389385124398287
2012-01-31,1.0213561614744473,1.0167869447545077
2012-02-01,1.013845830059804,1.0181601894155723
2012-02-02,1.0131775925963282,1.0316377311557134
2012-02-03,1.002569559270298,1.0012766149311925
2012-02-04,1.000983814698662,1.019247107504485
2012-02-05,1.0,1.0
2012-02-06,0.9935927994580614,1.002714617226343
2012-02-07,1.0051139837923082,0.9982974142102333
2012-02-08,1.020586086033675,1.0433917092772047
2012-02-09,0.9988300811602203,1.0139054703241528
2012-02-10,0.9956491517435762,1.004157112631835
2012-02-11,1.0,1.0
2012-02-12,1.0,1.0
2012-02-13,1.005740071612926,1.01637890590654
2012-02-14,0.9910268278891509,0.9950532302690515
2012-02-15,1.018594904622349,1.0186937546981625
2012-02-16,0.9922021035950223,0.9619887586409401
2012-02-17,1.0056103679008326,0.997293548517548
2012-02-18,1.0,1.0
2012-02-19,1.0,1.0
2012-02-20,1.0034566952410582,1.0245456699182596
2012-02-21,0.9960657760783973,0.9956206411315355
2012-02-22,1.0139267840691735,1.0229565346278087
2012-02-23,0.9893275341963434,0.9943811231563162
2012-02-24,0.9969432581530754,0.9937408919659229
2012-02-25,1.0,1.0
2012-02-26,1.0,1.0
2012-02-27,1.0,1.0
2012-02-28,0.9969999999999999,0.9970000000000001
2012-02-29,1.0,1.0
2012-03-01,1.0,1.0
2012-03-02,1.0,1.0
2012-03-03,1.0,1.0
2012-03-04,1.0,1.0
2012-03-05,1.0,1.0
2012-03-06,1.0,1.0
2012-03-07,1.0,1.0
2012-03-08,1.0,1.0
2012-03-09,1.0,1.0
2012-03-10,1.0,1.0
2012-03-11,1.0,1.0
2012-03-12,1.0,1.0
2012-03-13,1.0,1.0
2012-03-14,1.0,1.0
2012-03-15,1.0,1.0
2012-03-16,1.0,1.0
2012-03-17,1.0,1.0
2012-03-18,1.0,1.0
2012-03-19,1.0,1.0
2012-03-20,1.0,1.0
2012-03-21,1.0,1.0
2012-03-22,1.0,1.0
2012-03-23,1.0,1.0
2012-03-24,1.0,1.0
2012-03-25,1.0,1.0
2012-03-26,1.0,1.0
2012-03-27,1.0,1.0
2012-03-28,1.0,1.0
2012-03-29,1.0,1.0
2012-03-30,1.0,1.0
2012-03-31,1.0,1.0
2012-04-01,1.0,1.0
2012-04-02,0.9966049640513711,0.9881971224718261
2012-04-03,0.9839576956397895,0.9778498374542018
2012-04-04,1.0,1.0
2012-04-05,0.9787202537908248,0.9981006401444211
2012-04-06,1.0161135985782943,1.0198526275166635
2012-04-07,1.0,1.0
2012-04-08,1.0,1.0
2012-04-09,0.9856974149182145,0.98098932373686
2012-04-10,1.0090267727896136,1.0046109052662964
2012-04-11,0.9997563604117845,1.002239679521393
2012-04-12,1.0034428529145831,1.0041095547353556
2012-04-13,1.0244014118137863,1.0243075888985083
2012-04-14,1.0,1.0
2012-04-15,1.0,1.0
2012-04-16,0.9877266452735698,0.9913355245382347
2012-04-17,0.9804226168765284,0.9620846868198609
2012-04-18,1.0003810618142372,1.0128053822469332
2012-04-19,1.0030355486070583,0.9921331692616167
2012-04-20,0.9832867664766621,0.971231375154314
2012-04-21,1.0,1.0
2012-04-22,1.0,1.0
2012-04-23,1.003128540982777,0.9870540721307287
2012-04-24,1.004166991935522,0.9991913334918561
2012-04-25,1.0133080609577885,1.018518366199389
2012-04-26,0.9911941106045931,0.9831135025640182
2012-04-27,0.9930868328434825,0.970059660576792
2012-04-28,1.0,1.0
2012-04-29,1.0,1.0
2012-04-30,0.9992572700170286,1.017788283583822
2012-05-01,1.0,1.0
2012-05-02,1.0353094231275586,1.0542996294215612
2012-05-03,0.9897689673797406,1.0045692980314327
2012-05-04,1.0157867379575198,1.0186219940251564
2012-05-05,1.0,1.0
2012-05-06,1.0,1.0
2012-05-07,0.9779743125240966,0.9849135637800988
2012-05-08,1.0053715294635228,1.0054993377335224
2012-05-09,0.9889350175084347,0.9908250993324038
2012-05-10,1.002704937390469,0.9909789102058384
2012-05-11,0.9887273898574386,0.9713424526642446
2012-05-12,1.0,1.0
2012-05-13,1.0,1.0
2012-05-14,0.9897209753826434,0.9890243658907684
2012-05-15,0.9953618365122667,1.0159508562481265
2012-05-16,0.9837880681497932,0.9755839198010542
2012-05-17,1.012738101359316,1.0138838908224335
2012-05-18,0.9671210116482656,0.9615508263515322
2012-05-19,1.0,1.0
2012-05-20,1.0,1.0
2012-05-21,1.0072049350067211,1.0031100155913706
2012-05-22,1.0124236742208386,1.0249002066052815
2012-05-23,0.983833844584467,0.9865797318149955
2012-05-24,0.9875667783722735,1.0044396433002576
